# OSRS sound-effect config names, id<TAB>name.
# Source: the OSRS Wiki "List of sound IDs", which exists only because Jagex
# accidentally shipped the names in the Game Jam: POH Improvements update.
# The cache itself carries NO name hashes on index 4 (verified), so this table
# is the only way to go from a monster to its death cry. Ids only - every byte
# of audio still comes out of the local cache via extract-osrs-sounds.mjs.
0	eyeglo_battle_fighting_1
1	eyeglo_aspidistra
2	eyeglo_battle_gnomes_scared
3	eyeglo_battle_gnomes_1
4	eyeglo_battle_gnomes_scared_running
5	eyeglo_battle_gnomes_scared_2
6	eyeglo_crystal_axe_recharge
7	eyeglo_battle_goblins_1
8	eyeglo_bowl_ring
9	eyeglo_bowl_ring2
10	eyeglo_coin
11	eyeglo_creature_attack
12	sword_hit2
13	sword_hit2_mail
14	steel_mail
15	steel
16	big_bar
17	big_bar_mail
18	swordclash4_mail
19	dragon_armour
20	dragon_mail
21	swordclash4
22	blade3_mail
23	blade3
24	leather_hit
25	steel2
26	steel2_mail
27	swordclash3_mail
28	blade2_mail
29	blade2
30	crystal_armour_4
31	stone_armour1
32	stone_armour2
33	stone_armour3
34	bamboo_door_close
35	a_door_close
36	a_door_open
37	barrows_door_unlock
38	bamboo_door_open
39	bamboodoor_close
40	bamboodoor_open
41	barrows_door_open
42	bookcase_open_and_close
43	big_wooden_door_close
44	big_wooden_door_open
45	bigdoor_close
46	bigdoor_open
47	bone_door_close
48	bone_door_open
49	creakydoor_close
50	casket_open
51	chest_close
52	chest_open
53	coffin_close
54	coffin_open
55	small_creaky_door_close
56	creakydoor_open
57	cupboard_close
58	cupboard_open
59	curtain_open
60	door_close
61	door_creak
62	door_open
63	drawer_close
64	drawer_open
65	fire_door_pass
66	gate_close
67	gate_open
68	grate_close
69	grate_open
70	iron_door_close
71	iron_door_open
72	irondoor_locked
73	jar_open
74	manhole_close
75	manhole_open
76	marble_door_close
77	marble_door_open
78	new_door_close
79	new_door_open
80	nicedoor_close
81	nicedoor_open
82	portcullis_close
83	portcullis_open
84	sliding_grate
85	small_creaky_door_open
86	stone_door
87	stone_door_locked
88	trap_door_close
89	trap_door_open
90	trapdoor_close
91	trapdoor_open
92	treedoor_close
93	treedoor_open
94	vent_door_open
95	wardrobe_close
96	wardrobe_open
97	high_alchemy
98	low_alchemy
99	bind_impact
100	bind_all
101	bind_cast
102	blood_barrage_impact
103	blood_blitz_all
104	blood_blitz_impact
105	blood_burst_impact
106	blood_cast
107	blood_rush_all
108	blood_rush_casting
109	blood_rush_fail
110	blood_rush_impact
111	blood_rush_work
112	blood_travel
113	blood_travel_2
114	bones_to_bananas_all
115	charge_earth_orb
116	charge_air_orb
117	charge_fire_orb
118	charge_water_orb
119	confuse_cast_and_fire
120	confuse_all
121	confuse_hit
122	crumble_cast_and_fire
123	crumble_all
124	crumble_hit
125	curse_all
126	curse_hit
127	curse_cast_and_fire
128	earthblast_cast_and_fire
129	earthblast_hit
130	earthbolt_cast_and_fire
131	earthbolt_hit
132	earthstrike_cast_and_fire
133	earthstrike_hit
134	earthwave_cast_and_fire
135	earthwave_hit
136	enchant_sapphire_amulet
137	enchant_diamond_amulet
138	enchant_diamond_ring
139	enchant_dragon_amulet
140	enchant_dragon_ring
141	enchant_emerald_amulet
142	enchant_emerald_ring
143	enchant_onyx_amulet
144	enchant_onyx_ring
145	enchant_ruby_amulet
146	enchant_ruby_ring
147	enchant_sapphire_ring
148	enfeeble_cast_and_fire
149	enfeeble_all
150	enfeeble_hit
151	entangle_cast_and_fire
152	entangle_all
153	entangle_hit
154	paralyze
155	fireblast_cast_and_fire
156	fireblast_hit
157	firebolt_cast_and_fire
158	firebolt_hit
159	firebreath
160	firestrike_cast_and_fire
161	firestrike_hit
162	firewave_cast_and_fire
163	firewave_hit
164	lesserdemon_fire_cast
165	doubleheal
166	heal
167	selfheal
168	ice_barrage_impact
169	ice_blitz_impact
170	ice_burst_impact
171	ice_cast
172	ice_magic_all
173	ice_rush_impact
174	magic_dart_hit
175	shadow_barrage_impact
176	shadow_blitz_impact
177	shadow_burst_impact
178	shadow_cast
179	shadow_rush_impact
180	smoke_barrage_impact
181	smoke_blitz_impact
182	smoke_burst_impact
183	smoke_cast
184	smoke_cast2
185	smoke_rush_impact
186	snare_all
187	stun_all
188	summon_npc
189	summon_zombie
190	superheat_all
191	superheat_fail
192	telegrab_all
193	aide_teleport_chalk
194	aide_teleport_book
195	aide_teleport_portal
196	aide_teleport_sitdown
197	block_teleport
198	quick_teleport
199	tele_other_cast
200	teleport_all
201	teleport_reverse
202	teleportblock_cast
203	teleportblock_impact
204	wilderness_teleport
205	undead_rot
206	vulnerability_all
207	waterblast_cast_and_fire
208	waterblast_hit
209	waterbolt_cast_and_fire
210	waterbolt_hit
211	waterstrike_cast_and_fire
212	waterstrike_hit
213	waterwave_cast_and_fire
214	waterwave_hit
215	weaken_all
216	windblast_cast_and_fire
217	windblast_hit
218	windbolt_cast_and_fire
219	windbolt_hit
220	windstrike_cast_and_fire
221	windstrike_hit
222	windwave_cast_and_fire
223	windwave_hit
224	zap
225	darklight_weaken
226	equip_magic
227	spellfail
228	wave_wand
229	zamorak_flame
230	abyssal_leech_death
231	abyssal_leech_hit
232	abyssal_leech_suck
233	abyssal_walker_attack
234	abyssal_walker_death
235	abyssal_walker_hit
236	fourface_attack
237	fourface_death
238	fourface_hit
239	fourface_ranged
240	underwater_mogre_attack
241	mudskipper_attack
242	mudskipper_death
243	mudskipper_hit
244	mugre_attack
245	mugre_death
246	mugre_hit
247	underwater_mugre_attack
248	underwater_mugre_death
249	underwater_mugre_hit
250	tzhaar_ket_attack_club
251	tzhaar_hur_attack
252	tzhaar_hur_death
253	tzhaar_hur_hit
254	tzhaar_ket_attack_multiclub
255	tzhaar_ket_attack_punch
256	tzhaar_ket_death
257	tzhaar_ket_hit
258	tzhaar_ket_hit_shield
259	tzhaar_ket_hit_shield2
260	tzhaar_mej_attack
261	tzhaar_mej_attack_punch
262	tzhaar_mej_attack_staff
263	tzhaar_mej_death
